for i in *.log ; do echo "-----------------Showing $i-----------------" ; cat 
$i ; done
! 52, isa, 64, 1, 1, 36, 1872, 11628, 33020, 12139
  result is correct!
! 52, isa, 64, 1, 1, 40, 2080, 14177, 163638, 14957
  result is correct!
! 52, isa, 64, 1, 1, 44, 2288, 16980, 37871, 17736
  result is correct!
! 52, isa, 64, 1, 1, 48, 2496, 20037, 41575, 20902
  result is correct!
! 52, isa, 64, 1, 1, 52, 2704, 23348, 84860, 24425
  result is correct!
! 52, isa, 64, 1, 1, 56, 2912, 26913, 88425, 28137
  result is correct!
! 52, isa, 64, 1, 1, 60, 3120, 30732, 51685, 32068
  result is correct!
! 52, isa, 64, 1, 1, 64, 3328, 34805, 178235, 36519
  result is correct!
! 52, isa, 64, 1, 1, 68, 3536, 39132, 60815, 40822
  result is correct!
! 52, isa, 64, 1, 1, 72, 3744, 43713, 186113, 45801
  result is correct!
-----------------Showing intmul-rv64_isa_52_simple.log-----------------
! 52, isa, 64, 1, 1, 8, 416, 1211, 21604, 1251
  result is correct!
! 52, isa, 64, 1, 1, 12, 624, 2476, 22601, 2576
  result is correct!
! 52, isa, 64, 1, 1, 16, 832, 4188, 151337, 4510
  result is correct!
! 52, isa, 64, 1, 1, 20, 1040, 6348, 26403, 6627
  result is correct!
! 52, isa, 64, 1, 1, 24, 1248, 8956, 29223, 9336
  result is correct!
! 52, isa, 64, 1, 1, 28, 1456, 12012, 152726, 12663
  result is correct!
! 52, isa, 64, 1, 1, 32, 1664, 15516, 36282, 16177
  result is correct!
! 52, isa, 64, 1, 1, 36, 1872, 19468, 39640, 20266
  result is correct!
! 52, isa, 64, 1, 1, 40, 2080, 23868, 44064, 24846
  result is correct!
! 52, isa, 64, 1, 1, 44, 2288, 28716, 86918, 29952
  result is correct!
! 52, isa, 64, 1, 1, 48, 2496, 34012, 172872, 35634
  result is correct!
! 52, isa, 64, 1, 1, 52, 2704, 39756, 180126, 41601
  result is correct!
! 52, isa, 64, 1, 1, 56, 2912, 45948, 183602, 48000
  result is correct!
! 52, isa, 64, 1, 1, 60, 3120, 52588, 191177, 55016
  result is correct!
! 52, isa, 64, 1, 1, 64, 3328, 59676, 199431, 62486
  result is correct!
! 52, isa, 64, 1, 1, 68, 3536, 67212, 204498, 70184
  result is correct!
! 52, isa, 64, 1, 1, 72, 3744, 75196, 214066, 78511
  result is correct!
-----------------Showing intmul-rv64_isa_53_hybrid.log-----------------
! 53, isa, 64, 1, 1, 8, 424, 867, 22842, 930
  result is correct!
! 53, isa, 64, 1, 1, 12, 636, 1654, 22726, 1756
  result is correct!
! 53, isa, 64, 1, 1, 16, 848, 2693, 157995, 2989
  result is correct!
! 53, isa, 64, 1, 1, 20, 1060, 3972, 25027, 4174
  result is correct!
! 53, isa, 64, 1, 1, 24, 1272, 5505, 26315, 5769
  result is correct!
! 53, isa, 64, 1, 1, 28, 1484, 7292, 28367, 7638
  result is correct!
! 53, isa, 64, 1, 1, 32, 1696, 9333, 156730, 9969
  result is correct!
! 53, isa, 64, 1, 1, 36, 1908, 11628, 102781, 12191
  result is correct!
! 53, isa, 64, 1, 1, 40, 2120, 14177, 172026, 14967
  result is correct!
! 53, isa, 64, 1, 1, 44, 2332, 16980, 37927, 17720
  result is correct!
! 53, isa, 64, 1, 1, 48, 2544, 20037, 41029, 20899
  result is correct!
! 53, isa, 64, 1, 1, 52, 2756, 23348, 44296, 24376
  result is correct!
! 53, isa, 64, 1, 1, 56, 2968, 26913, 47932, 28084
  result is correct!
! 53, isa, 64, 1, 1, 60, 3180, 30732, 89581, 32120
  result is correct!
! 53, isa, 64, 1, 1, 64, 3392, 34805, 177544, 36520
  result is correct!
! 53, isa, 64, 1, 1, 68, 3604, 39132, 100496, 40871
  result is correct!
! 53, isa, 64, 1, 1, 72, 3816, 43713, 185468, 45821
  result is correct!
-----------------Showing intmul-rv64_isa_53_simple.log-----------------
! 53, isa, 64, 1, 1, 8, 424, 1212, 22549, 1273
  result is correct!
! 53, isa, 64, 1, 1, 12, 636, 2476, 22832, 2596
  result is correct!
! 53, isa, 64, 1, 1, 16, 848, 4188, 156434, 4515
  result is correct!
! 53, isa, 64, 1, 1, 20, 1060, 6348, 66039, 6657
  result is correct!
! 53, isa, 64, 1, 1, 24, 1272, 8956, 79910, 9399
  result is correct!
! 53, isa, 64, 1, 1, 28, 1484, 12012, 152937, 12661
  result is correct!
! 53, isa, 64, 1, 1, 32, 1696, 15516, 83859, 16236
  result is correct!
! 53, isa, 64, 1, 1, 36, 1908, 19468, 77866, 20336
  result is correct!
! 53, isa, 64, 1, 1, 40, 2120, 23868, 82995, 24917
  result is correct!
! 53, isa, 64, 1, 1, 44, 2332, 28716, 86655, 29964
  result is correct!
! 53, isa, 64, 1, 1, 48, 2544, 34012, 172695, 35631
  result is correct!
! 53, isa, 64, 1, 1, 52, 2756, 39756, 180137, 41601
  result is correct!
! 53, isa, 64, 1, 1, 56, 2968, 45948, 182188, 48112
  result is correct!
! 53, isa, 64, 1, 1, 60, 3180, 52588, 191521, 54947
  result is correct!
! 53, isa, 64, 1, 1, 64, 3392, 59676, 199918, 62487
  result is correct!
! 53, isa, 64, 1, 1, 68, 3604, 67212, 214137, 70178
  result is correct!
! 53, isa, 64, 1, 1, 72, 3816, 75196, 216016, 78598
  result is correct!
-----------------Showing intmul-rv64_isa_54_hybrid.log-----------------
! 54, isa, 64, 1, 1, 8, 432, 867, 28615, 939
  result is correct!
! 54, isa, 64, 1, 1, 12, 648, 1654, 22859, 1757
  result is correct!
! 54, isa, 64, 1, 1, 16, 864, 2693, 156275, 2986
  result is correct!
! 54, isa, 64, 1, 1, 20, 1080, 3972, 25080, 4174
  result is correct!
! 54, isa, 64, 1, 1, 24, 1296, 5505, 26476, 5769
  result is correct!
! 54, isa, 64, 1, 1, 28, 1512, 7292, 28871, 7640
  result is correct!
! 54, isa, 64, 1, 1, 32, 1728, 9333, 156063, 9902
  result is correct!
! 54, isa, 64, 1, 1, 36, 1944, 11628, 32429, 12138
  result is correct!
! 54, isa, 64, 1, 1, 40, 2160, 14177, 157898, 14952
  result is correct!
! 54, isa, 64, 1, 1, 44, 2376, 16980, 79361, 17773
  result is correct!
! 54, isa, 64, 1, 1, 48, 2592, 20037, 80499, 20973
  result is correct!
! 54, isa, 64, 1, 1, 52, 2808, 23348, 44538, 24375
  result is correct!
! 54, isa, 64, 1, 1, 56, 3024, 26913, 87025, 28137
  result is correct!
! 54, isa, 64, 1, 1, 60, 3240, 30732, 92761, 32123
  result is correct!
! 54, isa, 64, 1, 1, 64, 3456, 34805, 176219, 36463
  result is correct!
! 54, isa, 64, 1, 1, 68, 3672, 39132, 100550, 40942
  result is correct!
! 54, isa, 64, 1, 1, 72, 3888, 43713, 187226, 45819
  result is correct!
-----------------Showing intmul-rv64_isa_54_simple.log-----------------
! 54, isa, 64, 1, 1, 8, 432, 1211, 21369, 1271
  result is correct!
! 54, isa, 64, 1, 1, 12, 648, 2476, 22623, 2596
  result is correct!
! 54, isa, 64, 1, 1, 16, 864, 4188, 159194, 4518
  result is correct!
! 54, isa, 64, 1, 1, 20, 1080, 6348, 79426, 6663
  result is correct!
! 54, isa, 64, 1, 1, 24, 1296, 8956, 29119, 9316
  result is correct!
! 54, isa, 64, 1, 1, 28, 1512, 12012, 157200, 12671
  result is correct!
! 54, isa, 64, 1, 1, 32, 1728, 15516, 35958, 16176
  result is correct!
! 54, isa, 64, 1, 1, 36, 1944, 19468, 78432, 20315
  result is correct!
! 54, isa, 64, 1, 1, 40, 2160, 23868, 83727, 24917
  result is correct!
! 54, isa, 64, 1, 1, 44, 2376, 28716, 87698, 29941
  result is correct!
! 54, isa, 64, 1, 1, 48, 2592, 34012, 172158, 35562
  result is correct!
! 54, isa, 64, 1, 1, 52, 2808, 39756, 179095, 41594
  result is correct!
! 54, isa, 64, 1, 1, 56, 3024, 45948, 193742, 48029
  result is correct!
! 54, isa, 64, 1, 1, 60, 3240, 52588, 192090, 54969
  result is correct!
! 54, isa, 64, 1, 1, 64, 3456, 59676, 198060, 62536
  result is correct!
! 54, isa, 64, 1, 1, 68, 3672, 67212, 208751, 70247
  result is correct!
! 54, isa, 64, 1, 1, 72, 3888, 75196, 213362, 78558
  result is correct!
-----------------Showing intmul-rv64_isa_55_hybrid.log-----------------
! 55, isa, 64, 1, 1, 8, 440, 866, 21793, 928
  result is correct!
! 55, isa, 64, 1, 1, 12, 660, 1654, 22636, 1756
  result is correct!
! 55, isa, 64, 1, 1, 16, 880, 2698, 157767, 2989
  result is correct!
! 55, isa, 64, 1, 1, 20, 1100, 3972, 25007, 4174
  result is correct!
! 55, isa, 64, 1, 1, 24, 1320, 5505, 27219, 5771
  result is correct!
! 55, isa, 64, 1, 1, 28, 1540, 7292, 28276, 7639
  result is correct!
! 55, isa, 64, 1, 1, 32, 1760, 9333, 156149, 9904
  result is correct!
! 55, isa, 64, 1, 1, 36, 1980, 11628, 79451, 12199
  result is correct!
! 55, isa, 64, 1, 1, 40, 2200, 14177, 160352, 14953
  result is correct!
! 55, isa, 64, 1, 1, 44, 2420, 16980, 37962, 17716
  result is correct!
! 55, isa, 64, 1, 1, 48, 2640, 20037, 81083, 20970
  result is correct!
! 55, isa, 64, 1, 1, 52, 2860, 23348, 85039, 24432
  result is correct!
! 55, isa, 64, 1, 1, 56, 3080, 26913, 87169, 28155
  result is correct!
! 55, isa, 64, 1, 1, 60, 3300, 30732, 91283, 32138
  result is correct!
! 55, isa, 64, 1, 1, 64, 3520, 34805, 176952, 36519
  result is correct!
! 55, isa, 64, 1, 1, 68, 3740, 39132, 100321, 40891
  result is correct!
! 55, isa, 64, 1, 1, 72, 3960, 43713, 187741, 45814
  result is correct!
-----------------Showing intmul-rv64_isa_55_simple.log-----------------
! 55, isa, 64, 1, 1, 8, 440, 1211, 21369, 1271
  result is correct!
! 55, isa, 64, 1, 1, 12, 660, 2476, 22796, 2596
  result is correct!
! 55, isa, 64, 1, 1, 16, 880, 4188, 157433, 4535
  result is correct!
! 55, isa, 64, 1, 1, 20, 1100, 6348, 26643, 6608
  result is correct!
! 55, isa, 64, 1, 1, 24, 1320, 8956, 29241, 9336
  result is correct!
! 55, isa, 64, 1, 1, 28, 1540, 12012, 172584, 12688
  result is correct!
! 55, isa, 64, 1, 1, 32, 1760, 15516, 37513, 16179
  result is correct!
! 55, isa, 64, 1, 1, 36, 1980, 19468, 39710, 20267
  result is correct!
! 55, isa, 64, 1, 1, 40, 2200, 23868, 44128, 24825
  result is correct!
! 55, isa, 64, 1, 1, 44, 2420, 28716, 48806, 29891
  result is correct!
! 55, isa, 64, 1, 1, 48, 2640, 34012, 172279, 35613
  result is correct!
! 55, isa, 64, 1, 1, 52, 2860, 39756, 180460, 41551
  result is correct!
! 55, isa, 64, 1, 1, 56, 3080, 45948, 182299, 48043
  result is correct!
! 55, isa, 64, 1, 1, 60, 3300, 52588, 191020, 55037
  result is correct!
! 55, isa, 64, 1, 1, 64, 3520, 59676, 200496, 62493
  result is correct!
! 55, isa, 64, 1, 1, 68, 3740, 67212, 206866, 70261
  result is correct!
! 55, isa, 64, 1, 1, 72, 3960, 75196, 213374, 78614
  result is correct!
-----------------Showing intmul-rv64_isa_56_hybrid.log-----------------
! 56, isa, 64, 1, 1, 8, 448, 866, 21884, 924
  result is correct!
! 56, isa, 64, 1, 1, 12, 672, 1654, 23132, 1758
  result is correct!
! 56, isa, 64, 1, 1, 16, 896, 2688, 157372, 2974
  result is correct!
! 56, isa, 64, 1, 1, 20, 1120, 3967, 25648, 4166
  result is correct!
! 56, isa, 64, 1, 1, 24, 1344, 5500, 26490, 5761
  result is correct!
! 56, isa, 64, 1, 1, 28, 1568, 7287, 28362, 7630
  result is correct!
! 56, isa, 64, 1, 1, 32, 1792, 9328, 158663, 9897
  result is correct!
! 56, isa, 64, 1, 1, 36, 2016, 11623, 32485, 12130
  result is correct!
! 56, isa, 64, 1, 1, 40, 2240, 14172, 160031, 14988
  result is correct!
! 56, isa, 64, 1, 1, 44, 2464, 16975, 37959, 17710
  result is correct!
! 56, isa, 64, 1, 1, 48, 2688, 20032, 41097, 20912
  result is correct!
! 56, isa, 64, 1, 1, 52, 2912, 23343, 82814, 24421
  result is correct!
! 56, isa, 64, 1, 1, 56, 3136, 26908, 48013, 28079
  result is correct!
! 56, isa, 64, 1, 1, 60, 3360, 30727, 52354, 32084
  result is correct!
! 56, isa, 64, 1, 1, 64, 3584, 34800, 176045, 36514
  result is correct!
! 56, isa, 64, 1, 1, 68, 3808, 39127, 99829, 40890
  result is correct!
! 56, isa, 64, 1, 1, 72, 4032, 43708, 185591, 45814
  result is correct!
-----------------Showing intmul-rv64_isa_56_simple.log-----------------
! 56, isa, 64, 1, 1, 8, 448, 1211, 74452, 1332
  result is correct!
! 56, isa, 64, 1, 1, 12, 672, 2472, 23283, 2577
  result is correct!
! 56, isa, 64, 1, 1, 16, 896, 4184, 156193, 4514
  result is correct!
! 56, isa, 64, 1, 1, 20, 1120, 6344, 26505, 6607
  result is correct!
! 56, isa, 64, 1, 1, 24, 1344, 8952, 29929, 9316
  result is correct!
! 56, isa, 64, 1, 1, 28, 1568, 12008, 153786, 12647
  result is correct!
! 56, isa, 64, 1, 1, 32, 1792, 15512, 79614, 16242
  result is correct!
! 56, isa, 64, 1, 1, 36, 2016, 19464, 39903, 20287
  result is correct!
! 56, isa, 64, 1, 1, 40, 2240, 23864, 44142, 24865
  result is correct!
! 56, isa, 64, 1, 1, 44, 2464, 28712, 87829, 29965
  result is correct!
! 56, isa, 64, 1, 1, 48, 2688, 34008, 173639, 35634
  result is correct!
! 56, isa, 64, 1, 1, 52, 2912, 39752, 180338, 41645
  result is correct!
! 56, isa, 64, 1, 1, 56, 3136, 45944, 240670, 48127
  result is correct!
! 56, isa, 64, 1, 1, 60, 3360, 52584, 191800, 54965
  result is correct!
! 56, isa, 64, 1, 1, 64, 3584, 59672, 198691, 62488
  result is correct!
! 56, isa, 64, 1, 1, 68, 3808, 67208, 205131, 70259
  result is correct!
! 56, isa, 64, 1, 1, 72, 4032, 75192, 220928, 78470
  result is correct!
-----------------Showing intmul-rv64_isa_57_hybrid.log-----------------
! 57, isa, 64, 1, 1, 8, 456, 867, 22637, 929
  result is correct!
! 57, isa, 64, 1, 1, 12, 684, 1654, 23092, 1735
  result is correct!
! 57, isa, 64, 1, 1, 16, 912, 2698, 177048, 3008
  result is correct!
! 57, isa, 64, 1, 1, 20, 1140, 3972, 24921, 4153
  result is correct!
! 57, isa, 64, 1, 1, 24, 1368, 5505, 26358, 5748
  result is correct!
! 57, isa, 64, 1, 1, 28, 1596, 7292, 28212, 7618
  result is correct!
! 57, isa, 64, 1, 1, 32, 1824, 9333, 154289, 9964
  result is correct!
! 57, isa, 64, 1, 1, 36, 2052, 11628, 32420, 12156
  result is correct!
! 57, isa, 64, 1, 1, 40, 2280, 14177, 156573, 15003
  result is correct!
! 57, isa, 64, 1, 1, 44, 2508, 16980, 38769, 17740
  result is correct!
! 57, isa, 64, 1, 1, 48, 2736, 20037, 50978, 20935
  result is correct!
! 57, isa, 64, 1, 1, 52, 2964, 23348, 44462, 24377
  result is correct!
! 57, isa, 64, 1, 1, 56, 3192, 26913, 48344, 28082
  result is correct!
! 57, isa, 64, 1, 1, 60, 3420, 30732, 90156, 32121
  result is correct!
! 57, isa, 64, 1, 1, 64, 3648, 34805, 178221, 36517
  result is correct!
! 57, isa, 64, 1, 1, 68, 3876, 39132, 98856, 40891
  result is correct!
! 57, isa, 64, 1, 1, 72, 4104, 43713, 192568, 45807
  result is correct!
-----------------Showing intmul-rv64_isa_57_simple.log-----------------
! 57, isa, 64, 1, 1, 8, 456, 1211, 21602, 1251
  result is correct!
! 57, isa, 64, 1, 1, 12, 684, 2476, 22769, 2577
  result is correct!
! 57, isa, 64, 1, 1, 16, 912, 4188, 158093, 4517
  result is correct!
! 57, isa, 64, 1, 1, 20, 1140, 6348, 26723, 6628
  result is correct!
! 57, isa, 64, 1, 1, 24, 1368, 8956, 29616, 9295
  result is correct!
! 57, isa, 64, 1, 1, 28, 1596, 12012, 155820, 12649
  result is correct!
! 57, isa, 64, 1, 1, 32, 1824, 15516, 84239, 16235
  result is correct!
! 57, isa, 64, 1, 1, 36, 2052, 19468, 78912, 20318
  result is correct!
! 57, isa, 64, 1, 1, 40, 2280, 23868, 82134, 24917
  result is correct!
! 57, isa, 64, 1, 1, 44, 2508, 28716, 87273, 29963
  result is correct!
! 57, isa, 64, 1, 1, 48, 2736, 34012, 176458, 35642
  result is correct!
! 57, isa, 64, 1, 1, 52, 2964, 39756, 180678, 41598
  result is correct!
! 57, isa, 64, 1, 1, 56, 3192, 45948, 183970, 48047
  result is correct!
! 57, isa, 64, 1, 1, 60, 3420, 52588, 190963, 55025
  result is correct!
! 57, isa, 64, 1, 1, 64, 3648, 59676, 208026, 62550
  result is correct!
! 57, isa, 64, 1, 1, 68, 3876, 67212, 207442, 70190
  result is correct!
! 57, isa, 64, 1, 1, 72, 4104, 75196, 212719, 78610
  result is correct!
-----------------Showing intmul-rv64_isa_58_hybrid.log-----------------
! 58, isa, 64, 1, 1, 8, 464, 867, 22726, 929
  result is correct!
! 58, isa, 64, 1, 1, 12, 696, 1654, 22867, 1735
  result is correct!
! 58, isa, 64, 1, 1, 16, 928, 2698, 152006, 2982
  result is correct!
! 58, isa, 64, 1, 1, 20, 1160, 3972, 24941, 4153
  result is correct!
! 58, isa, 64, 1, 1, 24, 1392, 5505, 26350, 5748
  result is correct!
! 58, isa, 64, 1, 1, 28, 1624, 7292, 82923, 7686
  result is correct!
! 58, isa, 64, 1, 1, 32, 1856, 9333, 156450, 9904
  result is correct!
! 58, isa, 64, 1, 1, 36, 2088, 11628, 33402, 12141
  result is correct!
! 58, isa, 64, 1, 1, 40, 2320, 14177, 159840, 14951
  result is correct!
! 58, isa, 64, 1, 1, 44, 2552, 16980, 80009, 17794
  result is correct!
! 58, isa, 64, 1, 1, 48, 2784, 20037, 81938, 20974
  result is correct!
! 58, isa, 64, 1, 1, 52, 3016, 23348, 84126, 24428
  result is correct!
! 58, isa, 64, 1, 1, 56, 3248, 26913, 87767, 28140
  result is correct!
! 58, isa, 64, 1, 1, 60, 3480, 30732, 92244, 32122
  result is correct!
! 58, isa, 64, 1, 1, 64, 3712, 34805, 176700, 36461
  result is correct!
! 58, isa, 64, 1, 1, 68, 3944, 39132, 100140, 40894
  result is correct!
! 58, isa, 64, 1, 1, 72, 4176, 43713, 185447, 45798
  result is correct!
-----------------Showing intmul-rv64_isa_58_simple.log-----------------
! 58, isa, 64, 1, 1, 8, 464, 1211, 21239, 1251
  result is correct!
! 58, isa, 64, 1, 1, 12, 696, 2476, 22553, 2576
  result is correct!
! 58, isa, 64, 1, 1, 16, 928, 4188, 158146, 4516
  result is correct!
! 58, isa, 64, 1, 1, 20, 1160, 6348, 78759, 6693
  result is correct!
! 58, isa, 64, 1, 1, 24, 1392, 8956, 29180, 9336
  result is correct!
! 58, isa, 64, 1, 1, 28, 1624, 12012, 157865, 12673
  result is correct!
! 58, isa, 64, 1, 1, 32, 1856, 15516, 35943, 16175
  result is correct!
! 58, isa, 64, 1, 1, 36, 2088, 19468, 41715, 20250
  result is correct!
! 58, isa, 64, 1, 1, 40, 2320, 23868, 82828, 24916
  result is correct!
! 58, isa, 64, 1, 1, 44, 2552, 28716, 49741, 29913
  result is correct!
! 58, isa, 64, 1, 1, 48, 2784, 34012, 181968, 35575
  result is correct!
! 58, isa, 64, 1, 1, 52, 3016, 39756, 179827, 41601
  result is correct!
! 58, isa, 64, 1, 1, 56, 3248, 45948, 185488, 48074
  result is correct!
! 58, isa, 64, 1, 1, 60, 3480, 52588, 190538, 55016
  result is correct!
! 58, isa, 64, 1, 1, 64, 3712, 59676, 202955, 62812
  result is correct!
! 58, isa, 64, 1, 1, 68, 3944, 67212, 205095, 70274
  result is correct!
! 58, isa, 64, 1, 1, 72, 4176, 75196, 214949, 78563
  result is correct!
-----------------Showing intmul-rv64_isa_59_hybrid.log-----------------
! 59, isa, 64, 1, 1, 8, 472, 866, 21959, 929
  result is correct!
! 59, isa, 64, 1, 1, 12, 708, 1654, 23054, 1756
  result is correct!
! 59, isa, 64, 1, 1, 16, 944, 2693, 157114, 2990
  result is correct!
! 59, isa, 64, 1, 1, 20, 1180, 3972, 24868, 4174
  result is correct!
! 59, isa, 64, 1, 1, 24, 1416, 5505, 80242, 5836
  result is correct!
! 59, isa, 64, 1, 1, 28, 1652, 7292, 28272, 7639
  result is correct!
! 59, isa, 64, 1, 1, 32, 1888, 9333, 157312, 9906
  result is correct!
! 59, isa, 64, 1, 1, 36, 2124, 11628, 83476, 12204
  result is correct!
! 59, isa, 64, 1, 1, 40, 2360, 14177, 159247, 14954
  result is correct!
! 59, isa, 64, 1, 1, 44, 2596, 16980, 37903, 17717
  result is correct!
! 59, isa, 64, 1, 1, 48, 2832, 20037, 87444, 21031
  result is correct!
! 59, isa, 64, 1, 1, 52, 3068, 23348, 85332, 24430
  result is correct!
! 59, isa, 64, 1, 1, 56, 3304, 26913, 88385, 28157
  result is correct!
