for i in *.log ; do echo "-----------------Showing $i-----------------" ; cat 
$i ; done
! 51, isa, 64, 1, 0, 16, 816, 2698, 23814, 2839
  result is correct!
! 51, isa, 64, 1, 0, 20, 1020, 3972, 24911, 4153
  result is correct!
! 51, isa, 64, 1, 0, 24, 1224, 5505, 82514, 5838
  result is correct!
! 51, isa, 64, 1, 0, 28, 1428, 7292, 28161, 7637
  result is correct!
! 51, isa, 64, 1, 0, 32, 1632, 9333, 30410, 9762
  result is correct!
! 51, isa, 64, 1, 0, 36, 1836, 11628, 155944, 12361
  result is correct!
! 51, isa, 64, 1, 0, 40, 2040, 14177, 35160, 14814
  result is correct!
! 51, isa, 64, 1, 0, 44, 2244, 16980, 160577, 17875
  result is correct!
! 51, isa, 64, 1, 0, 48, 2448, 20037, 162262, 21113
  result is correct!
! 51, isa, 64, 1, 0, 52, 2652, 23348, 166967, 24593
  result is correct!
! 51, isa, 64, 1, 0, 56, 2856, 26913, 170188, 28307
  result is correct!
! 51, isa, 64, 1, 0, 60, 3060, 30732, 173706, 32227
  result is correct!
! 51, isa, 64, 1, 0, 64, 3264, 34805, 96650, 36383
  result is correct!
! 51, isa, 64, 1, 0, 68, 3468, 39132, 209110, 41089
  result is correct!
! 51, isa, 64, 1, 0, 72, 3672, 43713, 184735, 45810
  result is correct!
-----------------Showing intmul-rv64_isa_51_simple.log-----------------
! 51, isa, 64, 1, 0, 8, 408, 1211, 21835, 1251
  result is correct!
! 51, isa, 64, 1, 0, 12, 612, 2476, 22873, 2576
  result is correct!
! 51, isa, 64, 1, 0, 16, 816, 4188, 24240, 4367
  result is correct!
! 51, isa, 64, 1, 0, 20, 1020, 6348, 26418, 6587
  result is correct!
! 51, isa, 64, 1, 0, 24, 1224, 8956, 160281, 9481
  result is correct!
! 51, isa, 64, 1, 0, 28, 1428, 12012, 32685, 12512
  result is correct!
! 51, isa, 64, 1, 0, 32, 1632, 15516, 158872, 16313
  result is correct!
! 51, isa, 64, 1, 0, 36, 1836, 19468, 159442, 20401
  result is correct!
! 51, isa, 64, 1, 0, 40, 2040, 23868, 165055, 25000
  result is correct!
! 51, isa, 64, 1, 0, 44, 2244, 28716, 168825, 30048
  result is correct!
! 51, isa, 64, 1, 0, 48, 2448, 34012, 174680, 35612
  result is correct!
! 51, isa, 64, 1, 0, 52, 2652, 39756, 179141, 41596
  result is correct!
! 51, isa, 64, 1, 0, 56, 2856, 45948, 193418, 48035
  result is correct!
! 51, isa, 64, 1, 0, 60, 3060, 52588, 191301, 54972
  result is correct!
! 51, isa, 64, 1, 0, 64, 3264, 59676, 207507, 62343
  result is correct!
! 51, isa, 64, 1, 0, 68, 3468, 67212, 206646, 70342
  result is correct!
! 51, isa, 64, 1, 0, 72, 3672, 75196, 214512, 78667
  result is correct!
-----------------Showing intmul-rv64_isa_52_hybrid.log-----------------
! 52, isa, 64, 1, 0, 8, 416, 866, 22967, 930
  result is correct!
! 52, isa, 64, 1, 0, 12, 624, 1654, 22584, 1756
  result is correct!
! 52, isa, 64, 1, 0, 16, 832, 2698, 24619, 2840
  result is correct!
! 52, isa, 64, 1, 0, 20, 1040, 3972, 33054, 4166
  result is correct!
! 52, isa, 64, 1, 0, 24, 1248, 5505, 26424, 5748
  result is correct!
! 52, isa, 64, 1, 0, 28, 1456, 7292, 28232, 7617
  result is correct!
! 52, isa, 64, 1, 0, 32, 1664, 9333, 80964, 9827
  result is correct!
! 52, isa, 64, 1, 0, 36, 1872, 11628, 157393, 12302
  result is correct!
! 52, isa, 64, 1, 0, 40, 2080, 14177, 76285, 14827
  result is correct!
! 52, isa, 64, 1, 0, 44, 2288, 16980, 163805, 17929
  result is correct!
! 52, isa, 64, 1, 0, 48, 2496, 20037, 162446, 21059
  result is correct!
! 52, isa, 64, 1, 0, 52, 2704, 23348, 166226, 24514
  result is correct!
! 52, isa, 64, 1, 0, 56, 2912, 26913, 170865, 28222
  result is correct!
! 52, isa, 64, 1, 0, 60, 3120, 30732, 176396, 32364
  result is correct!
! 52, isa, 64, 1, 0, 64, 3328, 34805, 95287, 36427
  result is correct!
! 52, isa, 64, 1, 0, 68, 3536, 39132, 180372, 41027
  result is correct!
! 52, isa, 64, 1, 0, 72, 3744, 43713, 184345, 45816
  result is correct!
-----------------Showing intmul-rv64_isa_52_simple.log-----------------
! 52, isa, 64, 1, 0, 8, 416, 1211, 21648, 1271
  result is correct!
! 52, isa, 64, 1, 0, 12, 624, 2476, 22722, 2576
  result is correct!
! 52, isa, 64, 1, 0, 16, 832, 4188, 24646, 4368
  result is correct!
! 52, isa, 64, 1, 0, 20, 1040, 6348, 26426, 6627
  result is correct!
! 52, isa, 64, 1, 0, 24, 1248, 8956, 163360, 9526
  result is correct!
! 52, isa, 64, 1, 0, 28, 1456, 12012, 32272, 12512
  result is correct!
! 52, isa, 64, 1, 0, 32, 1664, 15516, 161471, 16374
  result is correct!
! 52, isa, 64, 1, 0, 36, 1872, 19468, 171854, 20436
  result is correct!
! 52, isa, 64, 1, 0, 40, 2080, 23868, 174515, 25015
  result is correct!
! 52, isa, 64, 1, 0, 44, 2288, 28716, 169029, 30102
  result is correct!
! 52, isa, 64, 1, 0, 48, 2496, 34012, 189736, 35652
  result is correct!
! 52, isa, 64, 1, 0, 52, 2704, 39756, 178196, 41594
  result is correct!
! 52, isa, 64, 1, 0, 56, 2912, 45948, 184494, 48037
  result is correct!
! 52, isa, 64, 1, 0, 60, 3120, 52588, 190811, 55012
  result is correct!
! 52, isa, 64, 1, 0, 64, 3328, 59676, 197191, 62356
  result is correct!
! 52, isa, 64, 1, 0, 68, 3536, 67212, 206699, 70348
  result is correct!
! 52, isa, 64, 1, 0, 72, 3744, 75196, 212921, 78964
  result is correct!
-----------------Showing intmul-rv64_isa_53_hybrid.log-----------------
! 53, isa, 64, 1, 0, 8, 424, 866, 21751, 908
  result is correct!
! 53, isa, 64, 1, 0, 12, 636, 1654, 22512, 1735
  result is correct!
! 53, isa, 64, 1, 0, 16, 848, 2698, 23613, 2838
  result is correct!
! 53, isa, 64, 1, 0, 20, 1060, 3972, 24882, 4153
  result is correct!
! 53, isa, 64, 1, 0, 24, 1272, 5505, 26556, 5768
  result is correct!
! 53, isa, 64, 1, 0, 28, 1484, 7292, 29040, 7639
  result is correct!
! 53, isa, 64, 1, 0, 32, 1696, 9333, 30195, 9740
  result is correct!
! 53, isa, 64, 1, 0, 36, 1908, 11628, 158641, 12281
  result is correct!
! 53, isa, 64, 1, 0, 40, 2120, 14177, 35092, 14810
  result is correct!
! 53, isa, 64, 1, 0, 44, 2332, 16980, 162571, 17933
  result is correct!
! 53, isa, 64, 1, 0, 48, 2544, 20037, 167814, 21067
  result is correct!
! 53, isa, 64, 1, 0, 52, 2756, 23348, 167409, 24514
  result is correct!
! 53, isa, 64, 1, 0, 56, 2968, 26913, 171177, 28298
  result is correct!
! 53, isa, 64, 1, 0, 60, 3180, 30732, 174125, 32278
  result is correct!
! 53, isa, 64, 1, 0, 64, 3392, 34805, 56058, 36327
  result is correct!
! 53, isa, 64, 1, 0, 68, 3604, 39132, 181629, 41028
  result is correct!
! 53, isa, 64, 1, 0, 72, 3816, 43713, 184316, 45812
  result is correct!
-----------------Showing intmul-rv64_isa_53_simple.log-----------------
! 53, isa, 64, 1, 0, 8, 424, 1211, 21910, 1272
  result is correct!
! 53, isa, 64, 1, 0, 12, 636, 2476, 22554, 2595
  result is correct!
! 53, isa, 64, 1, 0, 16, 848, 4188, 24341, 4368
  result is correct!
! 53, isa, 64, 1, 0, 20, 1060, 6348, 27180, 6609
  result is correct!
! 53, isa, 64, 1, 0, 24, 1272, 8956, 154957, 9475
  result is correct!
! 53, isa, 64, 1, 0, 28, 1484, 12012, 32428, 12511
  result is correct!
! 53, isa, 64, 1, 0, 32, 1696, 15516, 156675, 16290
  result is correct!
! 53, isa, 64, 1, 0, 36, 1908, 19468, 159446, 20528
  result is correct!
! 53, isa, 64, 1, 0, 40, 2120, 23868, 164417, 25056
  result is correct!
! 53, isa, 64, 1, 0, 44, 2332, 28716, 169494, 30123
  result is correct!
! 53, isa, 64, 1, 0, 48, 2544, 34012, 174361, 35569
  result is correct!
! 53, isa, 64, 1, 0, 52, 2756, 39756, 177897, 41577
  result is correct!
! 53, isa, 64, 1, 0, 56, 2968, 45948, 184465, 48047
  result is correct!
! 53, isa, 64, 1, 0, 60, 3180, 52588, 192000, 54967
  result is correct!
! 53, isa, 64, 1, 0, 64, 3392, 59676, 198217, 62334
  result is correct!
! 53, isa, 64, 1, 0, 68, 3604, 67212, 205743, 70395
  result is correct!
! 53, isa, 64, 1, 0, 72, 3816, 75196, 214320, 78715
  result is correct!
-----------------Showing intmul-rv64_isa_54_hybrid.log-----------------
! 54, isa, 64, 1, 0, 8, 432, 866, 21875, 907
  result is correct!
! 54, isa, 64, 1, 0, 12, 648, 1654, 22953, 1756
  result is correct!
! 54, isa, 64, 1, 0, 16, 864, 2698, 94411, 2898
  result is correct!
! 54, isa, 64, 1, 0, 20, 1080, 3972, 24898, 4153
  result is correct!
! 54, isa, 64, 1, 0, 24, 1296, 5505, 27390, 5771
  result is correct!
! 54, isa, 64, 1, 0, 28, 1512, 7292, 28289, 7639
  result is correct!
! 54, isa, 64, 1, 0, 32, 1728, 9333, 30273, 9763
  result is correct!
! 54, isa, 64, 1, 0, 36, 1944, 11628, 174097, 12321
  result is correct!
! 54, isa, 64, 1, 0, 40, 2160, 14177, 35146, 14793
  result is correct!
! 54, isa, 64, 1, 0, 44, 2376, 16980, 160494, 17876
  result is correct!
! 54, isa, 64, 1, 0, 48, 2592, 20037, 162588, 21165
  result is correct!
! 54, isa, 64, 1, 0, 52, 2808, 23348, 167701, 24592
  result is correct!
! 54, isa, 64, 1, 0, 56, 3024, 26913, 171492, 28304
  result is correct!
! 54, isa, 64, 1, 0, 60, 3240, 30732, 174387, 32209
  result is correct!
! 54, isa, 64, 1, 0, 64, 3456, 34805, 95577, 36380
  result is correct!
! 54, isa, 64, 1, 0, 68, 3672, 39132, 180885, 41031
  result is correct!
! 54, isa, 64, 1, 0, 72, 3888, 43713, 184427, 45865
  result is correct!
-----------------Showing intmul-rv64_isa_54_simple.log-----------------
! 54, isa, 64, 1, 0, 8, 432, 1211, 21734, 1271
  result is correct!
! 54, isa, 64, 1, 0, 12, 648, 2475, 22669, 2574
  result is correct!
! 54, isa, 64, 1, 0, 16, 864, 4188, 78697, 4424
  result is correct!
! 54, isa, 64, 1, 0, 20, 1080, 6348, 26670, 6628
  result is correct!
! 54, isa, 64, 1, 0, 24, 1296, 8956, 159113, 9531
  result is correct!
! 54, isa, 64, 1, 0, 28, 1512, 12012, 80565, 12572
  result is correct!
! 54, isa, 64, 1, 0, 32, 1728, 15516, 158737, 16252
  result is correct!
! 54, isa, 64, 1, 0, 36, 1944, 19468, 158294, 20419
  result is correct!
! 54, isa, 64, 1, 0, 40, 2160, 23868, 164743, 24998
  result is correct!
! 54, isa, 64, 1, 0, 44, 2376, 28716, 168791, 30027
  result is correct!
! 54, isa, 64, 1, 0, 48, 2592, 34012, 173036, 35615
  result is correct!
! 54, isa, 64, 1, 0, 52, 2808, 39756, 177629, 41565
  result is correct!
! 54, isa, 64, 1, 0, 56, 3024, 45948, 182867, 48033
  result is correct!
! 54, isa, 64, 1, 0, 60, 3240, 52588, 191601, 54995
  result is correct!
! 54, isa, 64, 1, 0, 64, 3456, 59676, 206436, 62316
  result is correct!
! 54, isa, 64, 1, 0, 68, 3672, 67212, 206717, 70389
  result is correct!
! 54, isa, 64, 1, 0, 72, 3888, 75196, 215209, 78782
  result is correct!
-----------------Showing intmul-rv64_isa_55_hybrid.log-----------------
! 55, isa, 64, 1, 0, 8, 440, 866, 23349, 930
  result is correct!
! 55, isa, 64, 1, 0, 12, 660, 1654, 22945, 1756
  result is correct!
! 55, isa, 64, 1, 0, 16, 880, 2698, 23626, 2838
  result is correct!
! 55, isa, 64, 1, 0, 20, 1100, 3972, 25967, 4155
  result is correct!
! 55, isa, 64, 1, 0, 24, 1320, 5505, 26722, 5749
  result is correct!
! 55, isa, 64, 1, 0, 28, 1540, 7292, 28173, 7617
  result is correct!
! 55, isa, 64, 1, 0, 32, 1760, 9333, 30987, 9762
  result is correct!
! 55, isa, 64, 1, 0, 36, 1980, 11628, 155149, 12298
  result is correct!
! 55, isa, 64, 1, 0, 40, 2200, 14177, 36288, 14795
  result is correct!
! 55, isa, 64, 1, 0, 44, 2420, 16980, 161219, 17874
  result is correct!
! 55, isa, 64, 1, 0, 48, 2640, 20037, 163798, 21056
  result is correct!
! 55, isa, 64, 1, 0, 52, 2860, 23348, 167133, 24571
  result is correct!
! 55, isa, 64, 1, 0, 56, 3080, 26913, 169679, 28222
  result is correct!
! 55, isa, 64, 1, 0, 60, 3300, 30732, 173363, 32208
  result is correct!
! 55, isa, 64, 1, 0, 64, 3520, 34805, 95395, 36359
  result is correct!
! 55, isa, 64, 1, 0, 68, 3740, 39132, 181143, 41027
  result is correct!
! 55, isa, 64, 1, 0, 72, 3960, 43713, 185001, 45797
  result is correct!
-----------------Showing intmul-rv64_isa_55_simple.log-----------------
! 55, isa, 64, 1, 0, 8, 440, 1211, 21909, 1251
  result is correct!
! 55, isa, 64, 1, 0, 12, 660, 2476, 25513, 2581
  result is correct!
! 55, isa, 64, 1, 0, 16, 880, 4188, 24451, 4348
  result is correct!
! 55, isa, 64, 1, 0, 20, 1100, 6348, 26439, 6627
  result is correct!
! 55, isa, 64, 1, 0, 24, 1320, 8956, 160299, 9483
  result is correct!
! 55, isa, 64, 1, 0, 28, 1540, 12012, 32270, 12511
  result is correct!
! 55, isa, 64, 1, 0, 32, 1760, 15516, 159072, 16366
  result is correct!
! 55, isa, 64, 1, 0, 36, 1980, 19468, 48990, 20282
  result is correct!
! 55, isa, 64, 1, 0, 40, 2200, 23868, 163517, 24997
  result is correct!
! 55, isa, 64, 1, 0, 44, 2420, 28716, 169701, 30102
  result is correct!
! 55, isa, 64, 1, 0, 48, 2640, 34012, 176922, 35640
  result is correct!
! 55, isa, 64, 1, 0, 52, 2860, 39756, 186956, 41556
  result is correct!
! 55, isa, 64, 1, 0, 56, 3080, 45948, 103703, 47895
  result is correct!
! 55, isa, 64, 1, 0, 60, 3300, 52588, 192004, 54966
  result is correct!
! 55, isa, 64, 1, 0, 64, 3520, 59676, 197454, 62477
  result is correct!
! 55, isa, 64, 1, 0, 68, 3740, 67212, 206585, 70323
  result is correct!
! 55, isa, 64, 1, 0, 72, 3960, 75196, 213021, 78688
  result is correct!
-----------------Showing intmul-rv64_isa_56_hybrid.log-----------------
! 56, isa, 64, 1, 0, 8, 448, 866, 22903, 925
  result is correct!
! 56, isa, 64, 1, 0, 12, 672, 1654, 23331, 1737
  result is correct!
! 56, isa, 64, 1, 0, 16, 896, 2688, 25684, 2829
  result is correct!
! 56, isa, 64, 1, 0, 20, 1120, 3967, 24820, 4165
  result is correct!
! 56, isa, 64, 1, 0, 24, 1344, 5500, 26647, 5740
  result is correct!
! 56, isa, 64, 1, 0, 28, 1568, 7287, 28163, 7608
  result is correct!
! 56, isa, 64, 1, 0, 32, 1792, 9328, 80384, 9797
  result is correct!
! 56, isa, 64, 1, 0, 36, 2016, 11623, 157834, 12271
  result is correct!
! 56, isa, 64, 1, 0, 40, 2240, 14172, 78734, 14860
  result is correct!
! 56, isa, 64, 1, 0, 44, 2464, 16975, 162480, 17874
  result is correct!
! 56, isa, 64, 1, 0, 48, 2688, 20032, 162078, 21070
  result is correct!
! 56, isa, 64, 1, 0, 52, 2912, 23343, 165828, 24507
  result is correct!
! 56, isa, 64, 1, 0, 56, 3136, 26908, 170909, 28240
  result is correct!
! 56, isa, 64, 1, 0, 60, 3360, 30727, 173217, 32276
  result is correct!
! 56, isa, 64, 1, 0, 64, 3584, 34800, 103813, 36381
  result is correct!
! 56, isa, 64, 1, 0, 68, 3808, 39127, 181366, 41022
  result is correct!
! 56, isa, 64, 1, 0, 72, 4032, 43708, 193013, 45770
  result is correct!
-----------------Showing intmul-rv64_isa_56_simple.log-----------------
! 56, isa, 64, 1, 0, 8, 448, 1207, 21817, 1271
  result is correct!
! 56, isa, 64, 1, 0, 12, 672, 2472, 22645, 2596
  result is correct!
! 56, isa, 64, 1, 0, 16, 896, 4184, 76496, 4432
  result is correct!
! 56, isa, 64, 1, 0, 20, 1120, 6344, 26498, 6607
  result is correct!
! 56, isa, 64, 1, 0, 24, 1344, 8952, 177539, 9501
  result is correct!
! 56, isa, 64, 1, 0, 28, 1568, 12008, 32327, 12512
  result is correct!
! 56, isa, 64, 1, 0, 32, 1792, 15512, 156204, 16290
  result is correct!
! 56, isa, 64, 1, 0, 36, 2016, 19464, 161223, 20478
  result is correct!
! 56, isa, 64, 1, 0, 40, 2240, 23864, 165771, 25050
  result is correct!
! 56, isa, 64, 1, 0, 44, 2464, 28712, 169373, 30103
  result is correct!
! 56, isa, 64, 1, 0, 48, 2688, 34008, 174454, 35585
  result is correct!
! 56, isa, 64, 1, 0, 52, 2912, 39752, 179232, 41599
  result is correct!
! 56, isa, 64, 1, 0, 56, 3136, 45944, 104814, 47895
  result is correct!
! 56, isa, 64, 1, 0, 60, 3360, 52584, 193787, 55051
  result is correct!
! 56, isa, 64, 1, 0, 64, 3584, 59672, 197770, 62407
  result is correct!
! 56, isa, 64, 1, 0, 68, 3808, 67208, 205565, 70370
  result is correct!
! 56, isa, 64, 1, 0, 72, 4032, 75192, 214957, 78695
  result is correct!
-----------------Showing intmul-rv64_isa_57_hybrid.log-----------------
! 57, isa, 64, 1, 0, 8, 456, 867, 23005, 929
  result is correct!
! 57, isa, 64, 1, 0, 12, 684, 1654, 22472, 1735
  result is correct!
! 57, isa, 64, 1, 0, 16, 912, 2698, 23511, 2837
  result is correct!
! 57, isa, 64, 1, 0, 20, 1140, 3972, 24853, 4153
  result is correct!
! 57, isa, 64, 1, 0, 24, 1368, 5505, 26690, 5750
  result is correct!
! 57, isa, 64, 1, 0, 28, 1596, 7292, 79472, 7705
  result is correct!
! 57, isa, 64, 1, 0, 32, 1824, 9333, 30253, 9762
  result is correct!
! 57, isa, 64, 1, 0, 36, 2052, 11628, 159688, 12305
  result is correct!
! 57, isa, 64, 1, 0, 40, 2280, 14177, 35022, 14811
  result is correct!
! 57, isa, 64, 1, 0, 44, 2508, 16980, 165219, 17985
  result is correct!
! 57, isa, 64, 1, 0, 48, 2736, 20037, 166400, 21138
  result is correct!
! 57, isa, 64, 1, 0, 52, 2964, 23348, 177876, 24530
  result is correct!
! 57, isa, 64, 1, 0, 56, 3192, 26913, 178083, 28308
  result is correct!
! 57, isa, 64, 1, 0, 60, 3420, 30732, 173859, 32285
  result is correct!
! 57, isa, 64, 1, 0, 64, 3648, 34805, 56570, 36328
  result is correct!
! 57, isa, 64, 1, 0, 68, 3876, 39132, 180508, 41030
  result is correct!
! 57, isa, 64, 1, 0, 72, 4104, 43713, 185224, 45817
  result is correct!
-----------------Showing intmul-rv64_isa_57_simple.log-----------------
! 57, isa, 64, 1, 0, 8, 456, 1211, 21434, 1271
  result is correct!
! 57, isa, 64, 1, 0, 12, 684, 2475, 22777, 2575
  result is correct!
! 57, isa, 64, 1, 0, 16, 912, 4188, 24246, 4347
  result is correct!
! 57, isa, 64, 1, 0, 20, 1140, 6348, 82544, 6656
  result is correct!
! 57, isa, 64, 1, 0, 24, 1368, 8956, 159539, 9479
  result is correct!
! 57, isa, 64, 1, 0, 28, 1596, 12012, 32903, 12493
  result is correct!
! 57, isa, 64, 1, 0, 32, 1824, 15516, 156606, 16307
  result is correct!
! 57, isa, 64, 1, 0, 36, 2052, 19468, 160455, 20422
  result is correct!
! 57, isa, 64, 1, 0, 40, 2280, 23868, 163808, 25041
  result is correct!
! 57, isa, 64, 1, 0, 44, 2508, 28716, 59413, 29908
  result is correct!
! 57, isa, 64, 1, 0, 48, 2736, 34012, 172824, 35595
  result is correct!
! 57, isa, 64, 1, 0, 52, 2964, 39756, 183324, 41681
  result is correct!
! 57, isa, 64, 1, 0, 56, 3192, 45948, 105531, 47917
  result is correct!
! 57, isa, 64, 1, 0, 60, 3420, 52588, 190371, 54962
  result is correct!
! 57, isa, 64, 1, 0, 64, 3648, 59676, 207287, 62368
  result is correct!
! 57, isa, 64, 1, 0, 68, 3876, 67212, 205946, 70393
  result is correct!
! 57, isa, 64, 1, 0, 72, 4104, 75196, 222958, 78729
  result is correct!
-----------------Showing intmul-rv64_isa_58_hybrid.log-----------------
! 58, isa, 64, 1, 0, 8, 464, 866, 21836, 928
  result is correct!
! 58, isa, 64, 1, 0, 12, 696, 1654, 22821, 1756
  result is correct!
! 58, isa, 64, 1, 0, 16, 928, 2698, 23601, 2817
  result is correct!
! 58, isa, 64, 1, 0, 20, 1160, 3972, 24934, 4153
  result is correct!
! 58, isa, 64, 1, 0, 24, 1392, 5505, 27132, 5749
  result is correct!
! 58, isa, 64, 1, 0, 28, 1624, 7292, 28126, 7616
  result is correct!
! 58, isa, 64, 1, 0, 32, 1856, 9333, 30359, 9763
  result is correct!
! 58, isa, 64, 1, 0, 36, 2088, 11628, 155284, 12359
  result is correct!
! 58, isa, 64, 1, 0, 40, 2320, 14177, 35199, 14793
  result is correct!
! 58, isa, 64, 1, 0, 44, 2552, 16980, 161536, 17929
  result is correct!
! 58, isa, 64, 1, 0, 48, 2784, 20037, 164602, 21116
  result is correct!
! 58, isa, 64, 1, 0, 52, 3016, 23348, 166552, 24591
  result is correct!
! 58, isa, 64, 1, 0, 56, 3248, 26913, 169252, 28302
  result is correct!
! 58, isa, 64, 1, 0, 60, 3480, 30732, 175557, 32228
  result is correct!
! 58, isa, 64, 1, 0, 64, 3712, 34805, 95402, 36429
  result is correct!
! 58, isa, 64, 1, 0, 68, 3944, 39132, 181354, 40979
  result is correct!
! 58, isa, 64, 1, 0, 72, 4176, 43713, 185057, 45818
  result is correct!
-----------------Showing intmul-rv64_isa_58_simple.log-----------------
! 58, isa, 64, 1, 0, 8, 464, 1211, 21748, 1272
  result is correct!
! 58, isa, 64, 1, 0, 12, 696, 2476, 23333, 2577
  result is correct!
! 58, isa, 64, 1, 0, 16, 928, 4188, 79341, 4436
  result is correct!
! 58, isa, 64, 1, 0, 20, 1160, 6348, 26612, 6608
  result is correct!
! 58, isa, 64, 1, 0, 24, 1392, 8956, 158809, 9481
  result is correct!
! 58, isa, 64, 1, 0, 28, 1624, 12012, 40349, 12523
  result is correct!
! 58, isa, 64, 1, 0, 32, 1856, 15516, 160005, 16292
  result is correct!
! 58, isa, 64, 1, 0, 36, 2088, 19468, 159104, 20420
  result is correct!
! 58, isa, 64, 1, 0, 40, 2320, 23868, 165144, 24987
  result is correct!
! 58, isa, 64, 1, 0, 44, 2552, 28716, 172819, 30149
  result is correct!
! 58, isa, 64, 1, 0, 48, 2784, 34012, 182284, 35624
  result is correct!
! 58, isa, 64, 1, 0, 52, 3016, 39756, 178907, 41566
  result is correct!
! 58, isa, 64, 1, 0, 56, 3248, 45948, 104495, 47911
  result is correct!
! 58, isa, 64, 1, 0, 60, 3480, 52588, 198863, 54975
  result is correct!
! 58, isa, 64, 1, 0, 64, 3712, 59676, 197882, 62351
  result is correct!
! 58, isa, 64, 1, 0, 68, 3944, 67212, 209086, 70316
  result is correct!
! 58, isa, 64, 1, 0, 72, 4176, 75196, 213772, 78642
  result is correct!
-----------------Showing intmul-rv64_isa_59_hybrid.log-----------------
! 59, isa, 64, 1, 0, 8, 472, 866, 22260, 908
  result is correct!
! 59, isa, 64, 1, 0, 12, 708, 1654, 22602, 1735
  result is correct!
! 59, isa, 64, 1, 0, 16, 944, 2698, 23783, 2839
  result is correct!
! 59, isa, 64, 1, 0, 20, 1180, 3972, 81653, 4242
  result is correct!
! 59, isa, 64, 1, 0, 24, 1416, 5505, 26819, 5768
  result is correct!
! 59, isa, 64, 1, 0, 28, 1652, 7292, 28221, 7617
  result is correct!
! 59, isa, 64, 1, 0, 32, 1888, 9333, 31125, 9744
  result is correct!
! 59, isa, 64, 1, 0, 36, 2124, 11628, 154846, 12277
  result is correct!
! 59, isa, 64, 1, 0, 40, 2360, 14177, 78012, 14871
  result is correct!
! 59, isa, 64, 1, 0, 44, 2596, 16980, 163011, 17857
  result is correct!
! 59, isa, 64, 1, 0, 48, 2832, 20037, 163416, 21056
  result is correct!
! 59, isa, 64, 1, 0, 52, 3068, 23348, 166508, 24517
  result is correct!
! 59, isa, 64, 1, 0, 56, 3304, 26913, 170258, 28222
  result is correct!
