for i in *.log ; do echo "-----------------Showing $i-----------------" ; cat 
$i ; done
! 20, isa, 32, 0, 0, 60, 1200, 52602, 376673, 77920
  result is correct!
! 20, isa, 32, 0, 0, 64, 1280, 59690, 386327, 87942
  result is correct!
! 20, isa, 32, 0, 0, 68, 1360, 67226, 393653, 99362
  result is correct!
! 20, isa, 32, 0, 0, 72, 1440, 75211, 471432, 111766
  result is correct!
-----------------Showing intmul-rv32_isa_21_hybrid.log-----------------
! 21, isa, 32, 0, 0, 8, 168, 837, 64285, 1089
  result is correct!
! 21, isa, 32, 0, 0, 12, 252, 1622, 65060, 2443
  result is correct!
! 21, isa, 32, 0, 0, 16, 336, 2671, 66547, 3868
  result is correct!
! 21, isa, 32, 0, 0, 20, 420, 3946, 67758, 5775
  result is correct!
! 21, isa, 32, 0, 0, 24, 504, 5479, 191016, 8210
  result is correct!
! 21, isa, 32, 0, 0, 28, 588, 7266, 153587, 10782
  result is correct!
! 21, isa, 32, 0, 0, 32, 672, 9307, 336476, 14478
  result is correct!
! 21, isa, 32, 0, 0, 36, 756, 11602, 156044, 17163
  result is correct!
! 21, isa, 32, 0, 0, 40, 840, 14151, 158996, 20795
  result is correct!
! 21, isa, 32, 0, 0, 44, 924, 16954, 161505, 25074
  result is correct!
! 21, isa, 32, 0, 0, 48, 1008, 20011, 165196, 29548
  result is correct!
! 21, isa, 32, 0, 0, 52, 1092, 23322, 359515, 35197
  result is correct!
! 21, isa, 32, 0, 0, 56, 1176, 26887, 190471, 39989
  result is correct!
! 21, isa, 32, 0, 0, 60, 1260, 30706, 359177, 46140
  result is correct!
! 21, isa, 32, 0, 0, 64, 1344, 34779, 363730, 52151
  result is correct!
! 21, isa, 32, 0, 0, 68, 1428, 39106, 367485, 58572
  result is correct!
! 21, isa, 32, 0, 0, 72, 1512, 43687, 372948, 65502
  result is correct!
-----------------Showing intmul-rv32_isa_21_simple.log-----------------
! 21, isa, 32, 0, 0, 8, 168, 1226, 62247, 1771
  result is correct!
! 21, isa, 32, 0, 0, 12, 252, 2490, 63503, 3580
  result is correct!
! 21, isa, 32, 0, 0, 16, 336, 4202, 65543, 5966
  result is correct!
! 21, isa, 32, 0, 0, 20, 420, 6362, 149589, 9321
  result is correct!
! 21, isa, 32, 0, 0, 24, 504, 8970, 335531, 13632
  result is correct!
! 21, isa, 32, 0, 0, 28, 588, 12026, 178275, 17618
  result is correct!
! 21, isa, 32, 0, 0, 32, 672, 15530, 164988, 22636
  result is correct!
! 21, isa, 32, 0, 0, 36, 756, 19482, 170277, 28369
  result is correct!
! 21, isa, 32, 0, 0, 40, 840, 23882, 349319, 35511
  result is correct!
! 21, isa, 32, 0, 0, 44, 924, 28730, 178642, 41904
  result is correct!
! 21, isa, 32, 0, 0, 48, 1008, 34026, 359582, 50006
  result is correct!
! 21, isa, 32, 0, 0, 52, 1092, 39770, 364714, 59033
  result is correct!
! 21, isa, 32, 0, 0, 56, 1176, 45962, 370660, 67775
  result is correct!
! 21, isa, 32, 0, 0, 60, 1260, 52602, 375869, 77351
  result is correct!
! 21, isa, 32, 0, 0, 64, 1344, 59690, 385374, 88222
  result is correct!
! 21, isa, 32, 0, 0, 68, 1428, 67226, 393203, 99157
  result is correct!
! 21, isa, 32, 0, 0, 72, 1512, 75211, 402787, 111036
  result is correct!
-----------------Showing intmul-rv32_isa_22_hybrid.log-----------------
! 22, isa, 32, 0, 0, 8, 176, 837, 64241, 1216
  result is correct!
! 22, isa, 32, 0, 0, 12, 264, 1622, 65198, 2376
  result is correct!
! 22, isa, 32, 0, 0, 16, 352, 2671, 66508, 3808
  result is correct!
! 22, isa, 32, 0, 0, 20, 440, 3946, 67313, 5775
  result is correct!
! 22, isa, 32, 0, 0, 24, 528, 5479, 150159, 8166
  result is correct!
! 22, isa, 32, 0, 0, 28, 616, 7266, 71239, 10622
  result is correct!
! 22, isa, 32, 0, 0, 32, 704, 9307, 154256, 13779
  result is correct!
! 22, isa, 32, 0, 0, 36, 792, 11602, 339940, 17789
  result is correct!
! 22, isa, 32, 0, 0, 40, 880, 14151, 340672, 21550
  result is correct!
! 22, isa, 32, 0, 0, 44, 968, 16954, 345202, 25881
  result is correct!
! 22, isa, 32, 0, 0, 48, 1056, 20011, 347178, 30113
  result is correct!
! 22, isa, 32, 0, 0, 52, 1144, 23322, 351568, 35092
  result is correct!
! 22, isa, 32, 0, 0, 56, 1232, 26887, 354659, 40484
  result is correct!
! 22, isa, 32, 0, 0, 60, 1320, 30706, 184911, 45526
  result is correct!
! 22, isa, 32, 0, 0, 64, 1408, 34779, 363389, 52649
  result is correct!
! 22, isa, 32, 0, 0, 68, 1496, 39106, 367140, 58483
  result is correct!
! 22, isa, 32, 0, 0, 72, 1584, 43687, 371873, 65516
  result is correct!
-----------------Showing intmul-rv32_isa_22_simple.log-----------------
! 22, isa, 32, 0, 0, 8, 176, 1226, 62151, 1771
  result is correct!
! 22, isa, 32, 0, 0, 12, 264, 2490, 63608, 3580
  result is correct!
! 22, isa, 32, 0, 0, 16, 352, 4202, 147923, 6188
  result is correct!
! 22, isa, 32, 0, 0, 20, 440, 6362, 67931, 9162
  result is correct!
! 22, isa, 32, 0, 0, 24, 528, 8970, 70537, 12927
  result is correct!
! 22, isa, 32, 0, 0, 28, 616, 12026, 337278, 17953
  result is correct!
! 22, isa, 32, 0, 0, 32, 704, 15530, 339113, 23023
  result is correct!
! 22, isa, 32, 0, 0, 36, 792, 19482, 343761, 28594
  result is correct!
! 22, isa, 32, 0, 0, 40, 880, 23882, 349900, 35382
  result is correct!
! 22, isa, 32, 0, 0, 44, 968, 28730, 353550, 42375
  result is correct!
! 22, isa, 32, 0, 0, 48, 1056, 34026, 358075, 50011
  result is correct!
! 22, isa, 32, 0, 0, 52, 1144, 39770, 361802, 58454
  result is correct!
! 22, isa, 32, 0, 0, 56, 1232, 45962, 371755, 68052
  result is correct!
! 22, isa, 32, 0, 0, 60, 1320, 52602, 378028, 77686
  result is correct!
! 22, isa, 32, 0, 0, 64, 1408, 59690, 385046, 88274
  result is correct!
! 22, isa, 32, 0, 0, 68, 1496, 67226, 392918, 99007
  result is correct!
! 22, isa, 32, 0, 0, 72, 1584, 75210, 402065, 110789
  result is correct!
-----------------Showing intmul-rv32_isa_23_hybrid.log-----------------
! 23, isa, 32, 0, 0, 8, 184, 837, 64157, 1277
  result is correct!
! 23, isa, 32, 0, 0, 12, 276, 1622, 65455, 2379
  result is correct!
! 23, isa, 32, 0, 0, 16, 368, 2671, 66704, 3933
  result is correct!
! 23, isa, 32, 0, 0, 20, 460, 3946, 149488, 5941
  result is correct!
! 23, isa, 32, 0, 0, 24, 552, 5479, 70223, 8071
  result is correct!
! 23, isa, 32, 0, 0, 28, 644, 7266, 71435, 10619
  result is correct!
! 23, isa, 32, 0, 0, 32, 736, 9307, 74107, 13621
  result is correct!
! 23, isa, 32, 0, 0, 36, 828, 11602, 156118, 17161
  result is correct!
! 23, isa, 32, 0, 0, 40, 920, 14151, 342735, 21370
  result is correct!
! 23, isa, 32, 0, 0, 44, 1012, 16954, 345692, 25582
  result is correct!
! 23, isa, 32, 0, 0, 48, 1104, 20011, 347819, 30182
  result is correct!
! 23, isa, 32, 0, 0, 52, 1196, 23322, 177052, 34536
  result is correct!
! 23, isa, 32, 0, 0, 56, 1288, 26887, 355302, 40638
  result is correct!
! 23, isa, 32, 0, 0, 60, 1380, 30706, 359630, 46066
  result is correct!
! 23, isa, 32, 0, 0, 64, 1472, 34779, 362617, 52244
  result is correct!
! 23, isa, 32, 0, 0, 68, 1564, 39106, 365002, 58894
  result is correct!
! 23, isa, 32, 0, 0, 72, 1656, 43687, 371320, 66105
  result is correct!
-----------------Showing intmul-rv32_isa_23_simple.log-----------------
! 23, isa, 32, 0, 0, 8, 184, 1226, 177726, 1965
  result is correct!
! 23, isa, 32, 0, 0, 12, 276, 2490, 64033, 3583
  result is correct!
! 23, isa, 32, 0, 0, 16, 368, 4202, 65322, 6026
  result is correct!
! 23, isa, 32, 0, 0, 20, 460, 6362, 67753, 9161
  result is correct!
! 23, isa, 32, 0, 0, 24, 552, 8970, 70900, 12871
  result is correct!
! 23, isa, 32, 0, 0, 28, 644, 12026, 178061, 17457
  result is correct!
! 23, isa, 32, 0, 0, 32, 736, 15530, 341890, 22978
  result is correct!
! 23, isa, 32, 0, 0, 36, 828, 19482, 344146, 28819
  result is correct!
! 23, isa, 32, 0, 0, 40, 920, 23882, 176336, 34757
  result is correct!
! 23, isa, 32, 0, 0, 44, 1012, 28730, 354889, 42361
  result is correct!
! 23, isa, 32, 0, 0, 48, 1104, 34026, 359643, 49933
  result is correct!
! 23, isa, 32, 0, 0, 52, 1196, 39770, 363958, 58359
  result is correct!
! 23, isa, 32, 0, 0, 56, 1288, 45962, 372768, 67628
  result is correct!
! 23, isa, 32, 0, 0, 60, 1380, 52602, 378230, 78030
  result is correct!
! 23, isa, 32, 0, 0, 64, 1472, 59690, 383594, 87582
  result is correct!
! 23, isa, 32, 0, 0, 68, 1564, 67226, 393139, 99233
  result is correct!
! 23, isa, 32, 0, 0, 72, 1656, 75211, 400092, 111220
  result is correct!
-----------------Showing intmul-rv32_isa_24_hybrid.log-----------------
! 24, isa, 32, 0, 0, 8, 192, 838, 63914, 1214
  result is correct!
! 24, isa, 32, 0, 0, 12, 288, 1623, 148344, 2469
  result is correct!
! 24, isa, 32, 0, 0, 16, 384, 2672, 66144, 3868
  result is correct!
! 24, isa, 32, 0, 0, 20, 480, 3947, 184223, 5970
  result is correct!
! 24, isa, 32, 0, 0, 24, 576, 5480, 69168, 8002
  result is correct!
! 24, isa, 32, 0, 0, 28, 672, 7267, 153913, 10784
  result is correct!
! 24, isa, 32, 0, 0, 32, 768, 9308, 335261, 14296
  result is correct!
! 24, isa, 32, 0, 0, 36, 864, 11603, 166331, 17169
  result is correct!
! 24, isa, 32, 0, 0, 40, 960, 14152, 168267, 21033
  result is correct!
! 24, isa, 32, 0, 0, 44, 1056, 16955, 170954, 25178
  result is correct!
! 24, isa, 32, 0, 0, 48, 1152, 20012, 172785, 29588
  result is correct!
! 24, isa, 32, 0, 0, 52, 1248, 23323, 350233, 35089
  result is correct!
! 24, isa, 32, 0, 0, 56, 1344, 26888, 181802, 39969
  result is correct!
! 24, isa, 32, 0, 0, 60, 1440, 30707, 358214, 46111
  result is correct!
! 24, isa, 32, 0, 0, 64, 1536, 34780, 363174, 52190
  result is correct!
! 24, isa, 32, 0, 0, 68, 1632, 39107, 367242, 59087
  result is correct!
! 24, isa, 32, 0, 0, 72, 1728, 43688, 374112, 65783
  result is correct!
-----------------Showing intmul-rv32_isa_24_simple.log-----------------
! 24, isa, 32, 0, 0, 8, 192, 1220, 62483, 1767
  result is correct!
! 24, isa, 32, 0, 0, 12, 288, 2480, 326567, 3905
  result is correct!
! 24, isa, 32, 0, 0, 16, 384, 4188, 65536, 6074
  result is correct!
! 24, isa, 32, 0, 0, 20, 480, 6344, 146908, 9308
  result is correct!
! 24, isa, 32, 0, 0, 24, 576, 8948, 334322, 13520
  result is correct!
! 24, isa, 32, 0, 0, 28, 672, 12000, 155676, 17417
  result is correct!
! 24, isa, 32, 0, 0, 32, 768, 15500, 207653, 22974
  result is correct!
! 24, isa, 32, 0, 0, 36, 864, 19448, 168923, 28337
  result is correct!
! 24, isa, 32, 0, 0, 40, 960, 23844, 346546, 34996
  result is correct!
! 24, isa, 32, 0, 0, 44, 1056, 28688, 179385, 41807
  result is correct!
! 24, isa, 32, 0, 0, 48, 1152, 33980, 357389, 50032
  result is correct!
! 24, isa, 32, 0, 0, 52, 1248, 39720, 364288, 59246
  result is correct!
! 24, isa, 32, 0, 0, 56, 1344, 45908, 373314, 67504
  result is correct!
! 24, isa, 32, 0, 0, 60, 1440, 52544, 385021, 76886
  result is correct!
! 24, isa, 32, 0, 0, 64, 1536, 59628, 385386, 88004
  result is correct!
! 24, isa, 32, 0, 0, 68, 1632, 67160, 392583, 99113
  result is correct!
! 24, isa, 32, 0, 0, 72, 1728, 75140, 400844, 110883
  result is correct!
-----------------Showing intmul-rv32_isa_25_hybrid.log-----------------
! 25, isa, 32, 0, 0, 8, 200, 837, 63888, 1215
  result is correct!
! 25, isa, 32, 0, 0, 12, 300, 1622, 64665, 2439
  result is correct!
! 25, isa, 32, 0, 0, 16, 400, 2671, 330865, 4540
  result is correct!
! 25, isa, 32, 0, 0, 20, 500, 3946, 67776, 5784
  result is correct!
! 25, isa, 32, 0, 0, 24, 600, 5479, 152274, 8176
  result is correct!
! 25, isa, 32, 0, 0, 28, 700, 7266, 336288, 11298
  result is correct!
! 25, isa, 32, 0, 0, 32, 800, 9307, 155603, 13846
  result is correct!
! 25, isa, 32, 0, 0, 36, 900, 11602, 340609, 17680
  result is correct!
! 25, isa, 32, 0, 0, 40, 1000, 14151, 343352, 21553
  result is correct!
! 25, isa, 32, 0, 0, 44, 1100, 16954, 345469, 25719
  result is correct!
! 25, isa, 32, 0, 0, 48, 1200, 20011, 348543, 30098
  result is correct!
! 25, isa, 32, 0, 0, 52, 1300, 23322, 350035, 35164
  result is correct!
! 25, isa, 32, 0, 0, 56, 1400, 26887, 354295, 40532
  result is correct!
! 25, isa, 32, 0, 0, 60, 1500, 30706, 358474, 46058
  result is correct!
! 25, isa, 32, 0, 0, 64, 1600, 34779, 364526, 52254
  result is correct!
! 25, isa, 32, 0, 0, 68, 1700, 39106, 366703, 58781
  result is correct!
! 25, isa, 32, 0, 0, 72, 1800, 43687, 372735, 65546
  result is correct!
-----------------Showing intmul-rv32_isa_25_simple.log-----------------
! 25, isa, 32, 0, 0, 8, 200, 1226, 62124, 1711
  result is correct!
! 25, isa, 32, 0, 0, 12, 300, 2490, 64699, 3644
  result is correct!
! 25, isa, 32, 0, 0, 16, 400, 4202, 146965, 6248
  result is correct!
! 25, isa, 32, 0, 0, 20, 500, 6362, 68323, 9166
  result is correct!
! 25, isa, 32, 0, 0, 24, 600, 8970, 175912, 13057
  result is correct!
! 25, isa, 32, 0, 0, 28, 700, 12026, 335227, 17938
  result is correct!
! 25, isa, 32, 0, 0, 32, 800, 15530, 340546, 22975
  result is correct!
! 25, isa, 32, 0, 0, 36, 900, 19482, 346770, 28832
  result is correct!
! 25, isa, 32, 0, 0, 40, 1000, 23882, 348502, 35361
  result is correct!
! 25, isa, 32, 0, 0, 44, 1100, 28730, 352546, 42376
  result is correct!
! 25, isa, 32, 0, 0, 48, 1200, 34026, 357034, 50084
  result is correct!
! 25, isa, 32, 0, 0, 52, 1300, 39770, 368134, 58410
  result is correct!
! 25, isa, 32, 0, 0, 56, 1400, 45962, 370956, 68330
  result is correct!
! 25, isa, 32, 0, 0, 60, 1500, 52602, 378737, 77821
  result is correct!
! 25, isa, 32, 0, 0, 64, 1600, 59690, 384903, 88142
  result is correct!
! 25, isa, 32, 0, 0, 68, 1700, 67226, 392935, 99116
  result is correct!
! 25, isa, 32, 0, 0, 72, 1800, 75211, 401533, 110937
  result is correct!
-----------------Showing intmul-rv32_isa_26_hybrid.log-----------------
! 26, isa, 32, 0, 0, 8, 208, 837, 64170, 1215
  result is correct!
! 26, isa, 32, 0, 0, 12, 312, 1622, 64897, 2376
  result is correct!
! 26, isa, 32, 0, 0, 16, 416, 2671, 66470, 3932
  result is correct!
! 26, isa, 32, 0, 0, 20, 520, 3946, 184166, 6137
  result is correct!
! 26, isa, 32, 0, 0, 24, 624, 5479, 69856, 8008
  result is correct!
! 26, isa, 32, 0, 0, 28, 728, 7266, 71497, 10683
  result is correct!
! 26, isa, 32, 0, 0, 32, 832, 9307, 150357, 13834
  result is correct!
! 26, isa, 32, 0, 0, 36, 936, 11602, 289115, 17278
  result is correct!
! 26, isa, 32, 0, 0, 40, 1040, 14151, 159608, 20858
  result is correct!
! 26, isa, 32, 0, 0, 44, 1144, 16954, 347000, 25466
  result is correct!
! 26, isa, 32, 0, 0, 48, 1248, 20011, 171916, 29818
  result is correct!
! 26, isa, 32, 0, 0, 52, 1352, 23322, 176248, 34571
  result is correct!
! 26, isa, 32, 0, 0, 56, 1456, 26887, 355075, 40370
  result is correct!
! 26, isa, 32, 0, 0, 60, 1560, 30706, 357732, 46223
  result is correct!
! 26, isa, 32, 0, 0, 64, 1664, 34779, 361098, 52138
  result is correct!
! 26, isa, 32, 0, 0, 68, 1768, 39106, 368103, 58495
  result is correct!
! 26, isa, 32, 0, 0, 72, 1872, 43687, 373340, 66137
  result is correct!
-----------------Showing intmul-rv32_isa_26_simple.log-----------------
! 26, isa, 32, 0, 0, 8, 208, 1226, 64455, 1776
  result is correct!
! 26, isa, 32, 0, 0, 12, 312, 2490, 63920, 3583
  result is correct!
! 26, isa, 32, 0, 0, 16, 416, 4202, 66099, 6023
  result is correct!
! 26, isa, 32, 0, 0, 20, 520, 6362, 181735, 9291
  result is correct!
! 26, isa, 32, 0, 0, 24, 624, 8970, 70599, 12929
  result is correct!
! 26, isa, 32, 0, 0, 28, 728, 12026, 154671, 17434
  result is correct!
! 26, isa, 32, 0, 0, 32, 832, 15530, 340210, 23151
  result is correct!
! 26, isa, 32, 0, 0, 36, 936, 19482, 343349, 29068
  result is correct!
! 26, isa, 32, 0, 0, 40, 1040, 23882, 166588, 34585
  result is correct!
! 26, isa, 32, 0, 0, 44, 1144, 28730, 360462, 42286
  result is correct!
! 26, isa, 32, 0, 0, 48, 1248, 34026, 358272, 50018
  result is correct!
! 26, isa, 32, 0, 0, 52, 1352, 39770, 364616, 58364
  result is correct!
! 26, isa, 32, 0, 0, 56, 1456, 45962, 372513, 67309
  result is correct!
! 26, isa, 32, 0, 0, 60, 1560, 52602, 377452, 77293
  result is correct!
! 26, isa, 32, 0, 0, 64, 1664, 59690, 384492, 87665
  result is correct!
! 26, isa, 32, 0, 0, 68, 1768, 67226, 394948, 99453
  result is correct!
! 26, isa, 32, 0, 0, 72, 1872, 75211, 403262, 111256
  result is correct!
-----------------Showing intmul-rv32_isa_27_hybrid.log-----------------
! 27, isa, 32, 0, 0, 8, 216, 837, 179483, 1472
  result is correct!
! 27, isa, 32, 0, 0, 12, 324, 1622, 65149, 2381
  result is correct!
! 27, isa, 32, 0, 0, 16, 432, 2671, 66193, 3873
  result is correct!
! 27, isa, 32, 0, 0, 20, 540, 3946, 67685, 5781
  result is correct!
! 27, isa, 32, 0, 0, 24, 648, 5479, 69503, 8010
  result is correct!
! 27, isa, 32, 0, 0, 28, 756, 7266, 152033, 10849
  result is correct!
! 27, isa, 32, 0, 0, 32, 864, 9307, 172018, 13966
  result is correct!
! 27, isa, 32, 0, 0, 36, 972, 11602, 75947, 17074
  result is correct!
! 27, isa, 32, 0, 0, 40, 1080, 14151, 166668, 21108
  result is correct!
! 27, isa, 32, 0, 0, 44, 1188, 16954, 170947, 25136
  result is correct!
! 27, isa, 32, 0, 0, 48, 1296, 20011, 165530, 29556
  result is correct!
! 27, isa, 32, 0, 0, 52, 1404, 23322, 351513, 35115
  result is correct!
! 27, isa, 32, 0, 0, 56, 1512, 26887, 197543, 40081
  result is correct!
! 27, isa, 32, 0, 0, 60, 1620, 30706, 358353, 46326
  result is correct!
! 27, isa, 32, 0, 0, 64, 1728, 34779, 362909, 52238
  result is correct!
! 27, isa, 32, 0, 0, 68, 1836, 39106, 368069, 59344
  result is correct!
! 27, isa, 32, 0, 0, 72, 1944, 43687, 372487, 65540
  result is correct!
-----------------Showing intmul-rv32_isa_27_simple.log-----------------
! 27, isa, 32, 0, 0, 8, 216, 1226, 62273, 1771
  result is correct!
! 27, isa, 32, 0, 0, 12, 324, 2490, 178482, 4109
  result is correct!
! 27, isa, 32, 0, 0, 16, 432, 4202, 142364, 6173
  result is correct!
! 27, isa, 32, 0, 0, 20, 540, 6362, 149141, 9313
  result is correct!
! 27, isa, 32, 0, 0, 24, 648, 8970, 333433, 13618
  result is correct!
! 27, isa, 32, 0, 0, 28, 756, 12026, 73759, 17273
  result is correct!
! 27, isa, 32, 0, 0, 32, 864, 15530, 157880, 22528
  result is correct!
! 27, isa, 32, 0, 0, 36, 972, 19482, 161480, 28205
  result is correct!
! 27, isa, 32, 0, 0, 40, 1080, 23882, 346558, 35130
  result is correct!
! 27, isa, 32, 0, 0, 44, 1188, 28730, 180007, 41759
  result is correct!
! 27, isa, 32, 0, 0, 48, 1296, 34026, 358425, 50233
  result is correct!
! 27, isa, 32, 0, 0, 52, 1404, 39770, 364526, 58737
  result is correct!
! 27, isa, 32, 0, 0, 56, 1512, 45962, 369408, 67523
  result is correct!
! 27, isa, 32, 0, 0, 60, 1620, 52602, 378358, 77407
  result is correct!
! 27, isa, 32, 0, 0, 64, 1728, 59690, 385108, 88208
  result is correct!
! 27, isa, 32, 0, 0, 68, 1836, 67226, 393448, 99373
  result is correct!
! 27, isa, 32, 0, 0, 72, 1944, 75211, 401573, 111113
  result is correct!
-----------------Showing intmul-rv32_isa_28_hybrid.log-----------------
! 28, isa, 32, 0, 0, 8, 224, 838, 63799, 1277
  result is correct!
! 28, isa, 32, 0, 0, 12, 336, 1623, 65002, 2379
  result is correct!
! 28, isa, 32, 0, 0, 16, 448, 2672, 66014, 3806
  result is correct!
! 28, isa, 32, 0, 0, 20, 560, 3947, 186151, 5978
  result is correct!
! 28, isa, 32, 0, 0, 24, 672, 5480, 151900, 8168
  result is correct!
! 28, isa, 32, 0, 0, 28, 784, 7267, 335109, 11300
  result is correct!
! 28, isa, 32, 0, 0, 32, 896, 9308, 154123, 13845
  result is correct!
! 28, isa, 32, 0, 0, 36, 1008, 11603, 341018, 17788
  result is correct!
! 28, isa, 32, 0, 0, 40, 1120, 14152, 342460, 21376
  result is correct!
! 28, isa, 32, 0, 0, 44, 1232, 16955, 342750, 25520
  result is correct!
! 28, isa, 32, 0, 0, 48, 1344, 20012, 347169, 30166
  result is correct!
! 28, isa, 32, 0, 0, 52, 1456, 23323, 177626, 34823
  result is correct!
! 28, isa, 32, 0, 0, 56, 1568, 26888, 354995, 40502
  result is correct!
! 28, isa, 32, 0, 0, 60, 1680, 30707, 358520, 45959
  result is correct!
! 28, isa, 32, 0, 0, 64, 1792, 34780, 362941, 52242
  result is correct!
! 28, isa, 32, 0, 0, 68, 1904, 39107, 368282, 58599
  result is correct!
! 28, isa, 32, 0, 0, 72, 2016, 43688, 371764, 65518
  result is correct!
-----------------Showing intmul-rv32_isa_28_simple.log-----------------
! 28, isa, 32, 0, 0, 8, 224, 1220, 62321, 1706
  result is correct!
! 28, isa, 32, 0, 0, 12, 336, 2480, 64581, 3577
  result is correct!
! 28, isa, 32, 0, 0, 16, 448, 4188, 66071, 6079
  result is correct!
! 28, isa, 32, 0, 0, 20, 560, 6344, 332956, 9959
  result is correct!
! 28, isa, 32, 0, 0, 24, 672, 8948, 151592, 12956
  result is correct!
! 28, isa, 32, 0, 0, 28, 784, 12000, 338157, 17869
  result is correct!
! 28, isa, 32, 0, 0, 32, 896, 15500, 341061, 23133
  result is correct!
! 28, isa, 32, 0, 0, 36, 1008, 19448, 344195, 29063
  result is correct!
! 28, isa, 32, 0, 0, 40, 1120, 23844, 346303, 35222
  result is correct!
! 28, isa, 32, 0, 0, 44, 1232, 28688, 351304, 42381
  result is correct!
! 28, isa, 32, 0, 0, 48, 1344, 33980, 358278, 50169
  result is correct!
! 28, isa, 32, 0, 0, 52, 1456, 39720, 365075, 58688
  result is correct!
! 28, isa, 32, 0, 0, 56, 1568, 45908, 371913, 67954
  result is correct!
! 28, isa, 32, 0, 0, 60, 1680, 52544, 379443, 77835
  result is correct!
! 28, isa, 32, 0, 0, 64, 1792, 59628, 387195, 88441
  result is correct!
! 28, isa, 32, 0, 0, 68, 1904, 67160, 394674, 99604
  result is correct!
! 28, isa, 32, 0, 0, 72, 2016, 75140, 401908, 111083
  result is correct!
-----------------Showing intmul-rv32_isa_29_hybrid.log-----------------
! 29, isa, 32, 0, 0, 8, 232, 836, 63632, 1212
  result is correct!
! 29, isa, 32, 0, 0, 12, 348, 1621, 64968, 2377
  result is correct!
! 29, isa, 32, 0, 0, 16, 464, 2670, 66146, 3933
  result is correct!
! 29, isa, 32, 0, 0, 20, 580, 3945, 68015, 5782
  result is correct!
! 29, isa, 32, 0, 0, 24, 696, 5478, 333888, 8620
  result is correct!
! 29, isa, 32, 0, 0, 28, 812, 7265, 71533, 10566
  result is correct!
! 29, isa, 32, 0, 0, 32, 928, 9306, 338248, 13957
  result is correct!
! 29, isa, 32, 0, 0, 36, 1044, 11601, 156603, 17107
  result is correct!
! 29, isa, 32, 0, 0, 40, 1160, 14150, 169690, 21101
  result is correct!
! 29, isa, 32, 0, 0, 44, 1276, 16953, 188483, 25446
  result is correct!
! 29, isa, 32, 0, 0, 48, 1392, 20010, 174038, 29743
  result is correct!
! 29, isa, 32, 0, 0, 52, 1508, 23321, 352953, 34951
  result is correct!
! 29, isa, 32, 0, 0, 56, 1624, 26886, 354164, 40517
  result is correct!
! 29, isa, 32, 0, 0, 60, 1740, 30705, 369598, 45906
  result is correct!
! 29, isa, 32, 0, 0, 64, 1856, 34778, 362854, 52155
  result is correct!
-----------------Showing intmul-rv32_isa_29_simple.log-----------------
